id_client,age,region,revenu_annuel,anciennete_contrat,nombre_sinistres,montant_total_sinistres,type_contrat,franchise,smoker,participation_prevention,contacts_service_client,probabilite_sinistre,montant_sinistre_estime
281,73,Provence-Alpes-Côte d'Azur,50962,0,2,11995,Tous risques,800,Non,Non,3,0.2,8583
282,34,Nouvelle-Aquitaine,50923,18,2,10912,Tous risques,800,Non,Non,1,0.27,2327
283,76,Nouvelle-Aquitaine,37788,3,1,6079,Tous risques,1000,Non,Non,1,0.04,9024
284,66,Île-de-France,45963,1,1,1383,Tous risques,800,Non,Oui,5,0.79,4718
285,19,Bretagne,21310,13,1,1189,Tous risques,500,Non,Non,1,0.18,3828
286,19,Île-de-France,35081,1,2,5102,Tiers,800,Non,Non,1,0.21,2557
287,45,Auvergne-Rhône-Alpes,40419,14,1,6403,Tous risques,500,Non,Non,1,0.25,5573
288,71,Île-de-France,22101,11,0,0,Tiers,300,Non,Oui,0,0.31,13970
289,40,Île-de-France,37518,4,1,5096,Tiers,300,Non,Non,2,0.46,949
290,54,Provence-Alpes-Côte d'Azur,55239,19,1,5204,Tiers,500,Non,Non,5,0.28,12856
291,49,Nouvelle-Aquitaine,41705,6,1,5360,Tous risques,500,Non,Non,1,0.35,6261
292,50,Bretagne,46010,9,1,6655,Tous risques,1000,Non,Non,2,0.24,8643
293,18,Île-de-France,5571,13,3,17979,Tous risques,500,Non,Non,4,0.19,7935
294,36,Bretagne,53695,13,0,0,Tous risques,500,Non,Non,3,0.09,13923
295,79,Île-de-France,32766,4,0,0,Tous risques,800,Non,Non,2,0.14,11666
296,19,Auvergne-Rhône-Alpes,25775,17,0,0,Tous risques,1000,Oui,Oui,0,0.34,14779
297,70,Île-de-France,32904,13,1,4943,Tous risques,500,Non,Non,3,0.29,12019
298,61,Provence-Alpes-Côte d'Azur,17179,1,0,0,Tiers,500,Non,Oui,3,0.43,4790
299,43,Nouvelle-Aquitaine,47575,11,0,0,Tiers,500,Non,Non,0,0.44,14461
300,49,Auvergne-Rhône-Alpes,30975,5,0,0,Tous risques,800,Non,Oui,1,0.61,14761
301,23,Île-de-France,26136,3,0,0,Tous risques,800,Oui,Non,2,0.16,2284
302,49,Bretagne,32983,12,0,0,Tous risques,800,Non,Non,6,0.4,13565
303,72,Auvergne-Rhône-Alpes,48416,3,1,2690,Tous risques,300,Oui,Non,2,0.29,10130
304,21,Auvergne-Rhône-Alpes,36577,13,0,0,Tiers,800,Non,Non,1,0.09,13868
305,72,Île-de-France,18083,15,1,3687,Tiers,500,Non,Non,3,0.4,13778
306,28,Auvergne-Rhône-Alpes,40579,3,0,0,Tous risques,800,Non,Oui,1,0.26,13424
307,73,Bretagne,23852,0,0,0,Tiers,800,Non,Non,5,0.47,13336
308,76,Auvergne-Rhône-Alpes,9126,12,2,5450,Tiers,1000,Non,Non,1,0.29,2205
309,34,Bretagne,52952,3,0,0,Tiers,500,Non,Oui,3,0.62,2580
310,55,Île-de-France,40486,19,1,2692,Tous risques,800,Non,Oui,2,0.24,2207
311,41,Nouvelle-Aquitaine,34060,17,0,0,Tiers,300,Oui,Oui,2,0.34,1819
312,22,Auvergne-Rhône-Alpes,30852,5,3,16213,Tous risques,1000,Non,Oui,3,0.33,5622
313,69,Nouvelle-Aquitaine,51764,2,0,0,Tous risques,800,Non,Non,2,0.09,10417
314,51,Bretagne,72045,12,0,0,Tiers,1000,Non,Oui,1,0.26,5643
315,23,Auvergne-Rhône-Alpes,40385,15,1,5563,Tous risques,1000,Non,Non,2,0.43,10944
316,39,Provence-Alpes-Côte d'Azur,22644,4,3,11653,Tiers,300,Non,Oui,0,0.53,12394
317,28,Nouvelle-Aquitaine,33146,3,1,6589,Tous risques,300,Non,Oui,2,0.06,10160
318,65,Auvergne-Rhône-Alpes,40166,7,1,5247,Tous risques,300,Non,Non,3,0.15,7244
319,33,Nouvelle-Aquitaine,6805,18,0,0,Tiers,500,Non,Non,1,0.3,4785
320,50,Auvergne-Rhône-Alpes,39013,13,0,0,Tous risques,1000,Non,Oui,0,0.1,2303
321,26,Île-de-France,40237,6,1,5663,Tous risques,800,Non,Non,2,0.08,7657
322,77,Nouvelle-Aquitaine,50916,13,2,11985,Tous risques,300,Non,Oui,2,0.59,10934
323,76,Provence-Alpes-Côte d'Azur,49665,5,1,3167,Tous risques,300,Non,Oui,2,0.09,8449
324,23,Provence-Alpes-Côte d'Azur,36334,11,4,9120,Tiers,1000,Non,Oui,1,0.28,10961
325,33,Bretagne,53175,15,0,0,Tous risques,1000,Non,Non,0,0.06,5360
326,46,Auvergne-Rhône-Alpes,59428,16,2,10875,Tiers,1000,Non,Non,3,0.32,1468
327,20,Nouvelle-Aquitaine,35335,12,0,0,Tiers,800,Oui,Non,1,0.17,11680
328,37,Bretagne,40018,13,1,5419,Tiers,500,Non,Non,0,0.5,3685
329,77,Nouvelle-Aquitaine,13792,6,1,1681,Tiers,500,Non,Non,2,0.24,9436
330,76,Auvergne-Rhône-Alpes,17588,13,0,0,Tous risques,300,Non,Non,3,0.24,12162
331,53,Provence-Alpes-Côte d'Azur,24941,14,0,0,Tous risques,500,Non,Non,1,0.19,2517
332,36,Île-de-France,29676,11,3,7480,Tous risques,800,Non,Non,5,0.26,9178
333,43,Provence-Alpes-Côte d'Azur,21846,16,0,0,Tiers,500,Non,Oui,1,0.35,10495
334,20,Bretagne,34568,8,2,2841,Tous risques,800,Non,Non,0,0.69,11324
335,36,Île-de-France,30035,14,1,1157,Tous risques,300,Oui,Non,3,0.29,2641
336,37,Bretagne,47850,11,0,0,Tiers,1000,Non,Non,0,0.23,12464
337,49,Auvergne-Rhône-Alpes,29302,1,0,0,Tiers,800,Non,Non,2,0.29,1865
338,24,Île-de-France,7559,4,1,6445,Tous risques,1000,Non,Non,0,0.42,8033
339,69,Bretagne,36509,12,3,18235,Tous risques,300,Non,Non,4,0.33,6929
340,58,Auvergne-Rhône-Alpes,34829,19,0,0,Tous risques,800,Non,Oui,1,0.21,3715
341,50,Provence-Alpes-Côte d'Azur,24655,7,0,0,Tous risques,800,Non,Non,3,0.46,4877
342,57,Auvergne-Rhône-Alpes,36139,13,0,0,Tous risques,500,Non,Non,0,0.14,2884
343,56,Nouvelle-Aquitaine,22096,14,3,15686,Tiers,800,Non,Non,1,0.13,6673
344,35,Auvergne-Rhône-Alpes,38958,10,1,3034,Tous risques,300,Non,Non,2,0.37,1014
345,57,Auvergne-Rhône-Alpes,66595,0,0,0,Tiers,1000,Non,Oui,2,0.44,13389
346,18,Nouvelle-Aquitaine,13332,2,2,5342,Tous risques,800,Non,Non,2,0.04,2870
347,28,Bretagne,28805,16,2,11259,Tous risques,300,Non,Non,0,0.06,13347
348,45,Bretagne,26881,18,1,3107,Tous risques,300,Non,Non,1,0.67,13021
349,74,Auvergne-Rhône-Alpes,29800,13,0,0,Tous risques,800,Non,Non,4,0.38,7049
350,42,Nouvelle-Aquitaine,47239,7,2,5834,Tous risques,500,Non,Oui,1,0.51,7717
351,67,Nouvelle-Aquitaine,41513,12,2,3962,Tous risques,800,Non,Oui,2,0.24,4877
352,40,Provence-Alpes-Côte d'Azur,45185,19,1,3615,Tous risques,800,Non,Non,5,0.39,14954
353,48,Bretagne,35365,2,1,3713,Tous risques,500,Non,Non,2,0.27,10226
354,47,Île-de-France,19134,4,1,1096,Tous risques,300,Oui,Non,5,0.04,14301
355,59,Bretagne,21623,8,1,1702,Tiers,800,Non,Non,4,0.17,6514
356,52,Bretagne,43955,5,1,2109,Tous risques,500,Non,Oui,3,0.52,13303
357,24,Provence-Alpes-Côte d'Azur,37049,1,0,0,Tous risques,1000,Oui,Oui,2,0.24,6999
358,77,Île-de-France,50122,12,3,9147,Tiers,1000,Non,Non,1,0.18,13069
359,33,Provence-Alpes-Côte d'Azur,38519,4,2,13575,Tous risques,500,Non,Non,1,0.12,2398
360,43,Île-de-France,20803,7,0,0,Tous risques,300,Non,Non,3,0.11,9734
361,65,Auvergne-Rhône-Alpes,28737,0,3,14296,Tous risques,500,Non,Non,3,0.26,10341
362,74,Île-de-France,41777,19,1,3138,Tiers,300,Non,Non,1,0.31,10014
363,69,Provence-Alpes-Côte d'Azur,43523,11,2,5881,Tous risques,1000,Non,Oui,4,0.42,6981
364,77,Bretagne,45261,10,1,1138,Tous risques,800,Non,Non,2,0.41,10416
365,66,Île-de-France,22417,6,2,8004,Tous risques,500,Non,Oui,5,0.12,3972
366,19,Île-de-France,20587,14,1,3901,Tiers,1000,Non,Non,6,0.18,9139
367,18,Nouvelle-Aquitaine,32722,10,0,0,Tiers,800,Oui,Non,1,0.33,8536
368,65,Bretagne,52280,15,2,11171,Tous risques,1000,Non,Non,2,0.34,5115
369,79,Auvergne-Rhône-Alpes,26673,2,0,0,Tous risques,500,Non,Oui,1,0.18,11793
370,29,Provence-Alpes-Côte d'Azur,40459,19,1,3033,Tiers,500,Non,Non,2,0.49,1672
371,22,Auvergne-Rhône-Alpes,40460,13,1,1881,Tiers,800,Oui,Non,2,0.33,2985
372,54,Bretagne,44129,2,3,12938,Tiers,500,Non,Oui,0,0.32,7331
373,49,Île-de-France,54973,0,0,0,Tous risques,1000,Non,Oui,2,0.21,13430
374,76,Île-de-France,53742,14,0,0,Tiers,800,Non,Non,0,0.02,8839
375,72,Bretagne,27864,0,2,4625,Tiers,800,Non,Non,5,0.24,12709
376,26,Île-de-France,9825,16,2,8263,Tiers,1000,Non,Non,2,0.55,8004
377,58,Île-de-France,26857,1,0,0,Tous risques,300,Non,Oui,0,0.15,11889
378,52,Île-de-France,35908,19,0,0,Tous risques,800,Non,Non,1,0.22,5224
379,36,Provence-Alpes-Côte d'Azur,30660,5,0,0,Tiers,300,Non,Oui,3,0.44,12319
380,65,Provence-Alpes-Côte d'Azur,58614,7,2,3044,Tous risques,1000,Non,Non,3,0.07,6324
381,33,Nouvelle-Aquitaine,35225,15,3,3657,Tiers,1000,Non,Non,2,0.37,8603
382,20,Auvergne-Rhône-Alpes,42844,18,0,0,Tiers,800,Non,Non,3,0.3,3050
383,37,Bretagne,37606,0,2,5531,Tous risques,500,Non,Non,3,0.52,13846
384,41,Bretagne,30840,2,1,1518,Tous risques,800,Non,Oui,1,0.25,10671
385,71,Bretagne,11902,2,4,22226,Tous risques,500,Non,Oui,0,0.54,12953
386,73,Nouvelle-Aquitaine,34056,4,1,2884,Tiers,300,Non,Non,2,0.4,3514
387,50,Provence-Alpes-Côte d'Azur,74055,11,2,7515,Tous risques,500,Oui,Oui,3,0.35,1481
388,41,Nouvelle-Aquitaine,20066,11,2,4841,Tous risques,800,Non,Non,0,0.12,5389
389,69,Bretagne,13221,19,2,9527,Tous risques,500,Non,Oui,3,0.41,7991
390,28,Auvergne-Rhône-Alpes,58236,12,2,5617,Tiers,1000,Non,Non,1,0.23,12134
391,66,Île-de-France,43904,19,1,6808,Tous risques,300,Non,Non,2,0.07,6267
392,25,Provence-Alpes-Côte d'Azur,37249,8,1,5217,Tous risques,1000,Non,Oui,0,0.15,4414
393,53,Provence-Alpes-Côte d'Azur,51352,6,1,1820,Tous risques,1000,Oui,Non,2,0.29,5901
394,55,Nouvelle-Aquitaine,25021,3,4,14000,Tiers,1000,Non,Non,3,0.35,10702
395,57,Provence-Alpes-Côte d'Azur,33720,18,0,0,Tous risques,1000,Oui,Non,2,0.1,5375
396,37,Bretagne,46461,18,0,0,Tiers,500,Non,Non,0,0.05,14697
397,79,Bretagne,60324,5,2,12103,Tous risques,1000,Oui,Non,1,0.39,3037
398,52,Nouvelle-Aquitaine,20977,12,1,4500,Tiers,500,Oui,Non,2,0.4,11419
399,65,Bretagne,50368,10,0,0,Tous risques,1000,Oui,Non,0,0.28,9042
400,79,Auvergne-Rhône-Alpes,39582,12,4,19729,Tiers,800,Non,Oui,3,0.25,3879
401,42,Nouvelle-Aquitaine,36956,12,1,1049,Tiers,1000,Non,Non,0,0.44,11427
402,52,Auvergne-Rhône-Alpes,34907,19,0,0,Tiers,800,Non,Non,1,0.24,6989
403,42,Île-de-France,18384,14,3,14999,Tiers,500,Oui,Oui,3,0.47,10394
404,46,Auvergne-Rhône-Alpes,46557,12,0,0,Tous risques,300,Non,Non,2,0.53,10102
405,35,Île-de-France,25612,10,1,2754,Tous risques,500,Non,Non,1,0.35,2104
406,63,Île-de-France,22043,18,1,5789,Tous risques,300,Non,Oui,1,0.36,12679
407,35,Auvergne-Rhône-Alpes,45625,7,0,0,Tiers,300,Non,Oui,0,0.09,10381
408,19,Nouvelle-Aquitaine,44469,19,2,6227,Tous risques,1000,Non,Oui,3,0.15,11818
409,71,Bretagne,35948,7,0,0,Tous risques,300,Non,Non,2,0.36,6992
410,52,Bretagne,47954,9,1,4358,Tous risques,500,Non,Non,1,0.26,3328
411,33,Île-de-France,52111,15,2,2100,Tous risques,1000,Oui,Non,3,0.14,5230
412,78,Île-de-France,50698,18,1,1496,Tous risques,300,Non,Oui,1,0.21,13571
413,58,Nouvelle-Aquitaine,28660,10,1,1757,Tous risques,500,Non,Non,1,0.4,14101
414,53,Provence-Alpes-Côte d'Azur,47169,12,1,2112,Tous risques,300,Non,Non,2,0.62,7487
415,50,Auvergne-Rhône-Alpes,37539,8,2,8144,Tiers,300,Non,Non,6,0.25,4832
416,21,Île-de-France,55710,19,1,6953,Tiers,1000,Non,Non,1,0.08,11089
417,50,Bretagne,33515,18,1,4915,Tous risques,1000,Non,Non,2,0.37,11606
418,31,Nouvelle-Aquitaine,30722,15,0,0,Tous risques,500,Non,Non,4,0.51,12324
419,38,Auvergne-Rhône-Alpes,27634,6,1,4153,Tiers,1000,Non,Non,3,0.29,950
420,65,Nouvelle-Aquitaine,37271,18,5,19899,Tiers,1000,Non,Non,3,0.07,641
421,37,Auvergne-Rhône-Alpes,40600,11,1,1865,Tous risques,800,Non,Oui,0,0.1,5678
422,73,Auvergne-Rhône-Alpes,40831,14,1,6521,Tous risques,800,Oui,Non,3,0.46,2711
423,25,Île-de-France,39190,13,2,7289,Tiers,500,Non,Non,0,0.02,12172
424,24,Nouvelle-Aquitaine,43052,10,1,6967,Tous risques,1000,Non,Oui,1,0.21,8226
425,20,Nouvelle-Aquitaine,32329,9,2,7040,Tous risques,500,Non,Oui,2,0.18,12467
426,34,Bretagne,24529,10,0,0,Tous risques,800,Non,Non,3,0.39,3065
427,50,Bretagne,23482,5,0,0,Tiers,800,Non,Oui,3,0.32,9594
428,65,Île-de-France,46700,1,0,0,Tous risques,800,Oui,Non,1,0.35,8912
429,29,Île-de-France,40643,10,2,4865,Tous risques,500,Oui,Non,2,0.25,5435
430,76,Provence-Alpes-Côte d'Azur,12729,18,3,18040,Tiers,1000,Oui,Non,6,0.06,7997
431,68,Bretagne,48161,5,1,5703,Tous risques,300,Non,Oui,0,0.42,9040
432,39,Auvergne-Rhône-Alpes,57565,13,0,0,Tiers,1000,Non,Non,1,0.27,13397
433,72,Nouvelle-Aquitaine,26408,19,0,0,Tiers,500,Non,Oui,0,0.3,1306
434,39,Île-de-France,39033,5,3,17988,Tous risques,800,Non,Non,5,0.19,12438
435,63,Nouvelle-Aquitaine,29318,16,1,2204,Tiers,300,Non,Oui,2,0.41,14712
436,47,Nouvelle-Aquitaine,42539,9,0,0,Tiers,500,Non,Non,2,0.09,11110
437,55,Provence-Alpes-Côte d'Azur,21007,0,4,20604,Tous risques,800,Non,Oui,1,0.41,11191
438,55,Bretagne,34142,2,0,0,Tiers,500,Non,Oui,0,0.12,3660
439,62,Île-de-France,46775,7,1,5298,Tous risques,300,Non,Oui,3,0.78,8084
440,68,Nouvelle-Aquitaine,49828,7,2,4691,Tous risques,800,Non,Non,3,0.52,10736
441,71,Île-de-France,40117,19,0,0,Tiers,1000,Non,Non,2,0.17,9233
442,25,Auvergne-Rhône-Alpes,30931,14,0,0,Tiers,500,Non,Oui,2,0.44,6084
443,44,Provence-Alpes-Côte d'Azur,15888,6,1,4361,Tous risques,300,Oui,Non,4,0.4,14131
444,44,Auvergne-Rhône-Alpes,25909,10,2,3845,Tous risques,1000,Oui,Oui,2,0.33,7952
445,51,Île-de-France,29368,6,0,0,Tiers,300,Non,Non,2,0.14,14563
446,38,Île-de-France,26627,3,0,0,Tiers,500,Non,Oui,2,0.14,8676
447,47,Bretagne,35714,11,1,2017,Tous risques,300,Oui,Non,1,0.35,12004
448,50,Nouvelle-Aquitaine,30897,5,1,5904,Tiers,800,Non,Non,0,0.45,11259
449,45,Nouvelle-Aquitaine,37065,13,2,13198,Tous risques,300,Non,Non,1,0.03,10081
450,64,Auvergne-Rhône-Alpes,49431,11,1,6630,Tous risques,500,Non,Oui,3,0.24,709
451,50,Provence-Alpes-Côte d'Azur,30122,10,0,0,Tous risques,800,Non,Oui,3,0.19,1622
452,22,Nouvelle-Aquitaine,18405,18,3,12835,Tiers,300,Oui,Non,4,0.21,8931
453,77,Bretagne,26579,4,3,9411,Tiers,300,Oui,Oui,3,0.23,13720
454,78,Auvergne-Rhône-Alpes,42003,13,3,3130,Tous risques,800,Oui,Non,1,0.04,9216
455,65,Auvergne-Rhône-Alpes,43135,15,1,1365,Tiers,1000,Non,Oui,2,0.17,3921
456,36,Bretagne,39873,12,1,3573,Tiers,1000,Non,Oui,3,0.6,5143
457,21,Provence-Alpes-Côte d'Azur,50608,19,2,6791,Tous risques,800,Non,Oui,1,0.46,9535
458,52,Bretagne,32763,3,0,0,Tiers,300,Non,Non,0,0.34,9157
459,66,Provence-Alpes-Côte d'Azur,59625,10,0,0,Tous risques,1000,Non,Non,3,0.19,14357
460,34,Bretagne,44818,16,1,2047,Tous risques,800,Non,Non,1,0.54,8171
461,61,Bretagne,4718,6,0,0,Tous risques,500,Oui,Oui,1,0.27,5647
462,45,Île-de-France,56607,13,0,0,Tous risques,300,Oui,Non,1,0.03,8112
463,47,Auvergne-Rhône-Alpes,25796,10,1,4591,Tous risques,500,Non,Non,0,0.08,11900
464,46,Bretagne,22590,8,1,4017,Tiers,300,Non,Non,1,0.26,8335
465,63,Bretagne,41285,12,1,1311,Tiers,1000,Oui,Oui,2,0.25,5227
466,70,Nouvelle-Aquitaine,14141,17,1,6653,Tous risques,500,Non,Non,4,0.67,5410
467,23,Auvergne-Rhône-Alpes,26654,10,4,16653,Tous risques,500,Non,Non,1,0.27,11473
468,52,Nouvelle-Aquitaine,53685,14,2,5900,Tiers,800,Non,Non,2,0.51,1463
469,77,Auvergne-Rhône-Alpes,41674,18,2,3897,Tous risques,1000,Oui,Oui,2,0.5,4483
470,58,Nouvelle-Aquitaine,44746,0,0,0,Tous risques,1000,Oui,Oui,0,0.42,2719
471,54,Bretagne,27117,3,0,0,Tiers,300,Oui,Oui,1,0.35,14197
472,41,Bretagne,16539,13,1,3181,Tous risques,800,Non,Non,0,0.25,1806
473,46,Île-de-France,43481,13,0,0,Tiers,800,Non,Non,3,0.42,11493
474,66,Nouvelle-Aquitaine,46163,2,0,0,Tous risques,300,Non,Non,5,0.38,9641
475,63,Provence-Alpes-Côte d'Azur,45619,16,2,10248,Tous risques,500,Non,Non,3,0.13,9675
476,70,Île-de-France,37508,2,0,0,Tiers,300,Non,Non,0,0.38,11569
477,48,Nouvelle-Aquitaine,23395,15,0,0,Tiers,300,Non,Non,0,0.13,6307
478,52,Nouvelle-Aquitaine,64253,13,2,7137,Tous risques,300,Non,Non,1,0.36,6310
479,77,Île-de-France,40757,19,0,0,Tous risques,800,Non,Non,1,0.13,4686
480,50,Bretagne,32913,12,2,2334,Tous risques,300,Non,Non,1,0.12,9167
481,69,Nouvelle-Aquitaine,32966,14,0,0,Tiers,300,Non,Non,1,0.05,13982
482,78,Bretagne,36795,13,2,2234,Tiers,300,Non,Non,3,0.5,13897
483,38,Île-de-France,47835,18,2,11968,Tiers,1000,Non,Non,1,0.2,10692
484,49,Bretagne,37275,5,2,3729,Tous risques,500,Oui,Non,1,0.29,13639
485,40,Auvergne-Rhône-Alpes,45302,9,1,6848,Tiers,500,Non,Oui,2,0.4,14471
486,50,Provence-Alpes-Côte d'Azur,36816,14,1,4623,Tiers,500,Oui,Non,2,0.34,12029
487,20,Nouvelle-Aquitaine,33651,19,2,10819,Tous risques,500,Non,Oui,2,0.1,6413
488,35,Provence-Alpes-Côte d'Azur,42695,5,2,3325,Tous risques,800,Non,Oui,3,0.56,7506
489,42,Bretagne,42239,9,2,12345,Tiers,800,Non,Non,1,0.22,14003
490,59,Nouvelle-Aquitaine,32964,6,1,6035,Tous risques,300,Non,Non,0,0.43,10215
491,48,Bretagne,26009,16,0,0,Tous risques,800,Non,Non,3,0.13,12400
492,71,Auvergne-Rhône-Alpes,39100,17,2,8027,Tiers,500,Non,Non,4,0.22,2183
493,75,Île-de-France,35940,16,1,5328,Tiers,1000,Non,Oui,4,0.35,3311
494,20,Nouvelle-Aquitaine,28341,8,2,2071,Tiers,300,Non,Oui,1,0.23,5489
495,57,Auvergne-Rhône-Alpes,24891,9,0,0,Tous risques,300,Oui,Non,5,0.78,3229
496,63,Auvergne-Rhône-Alpes,39925,9,3,18253,Tous risques,500,Non,Non,1,0.4,13643
497,41,Nouvelle-Aquitaine,41601,6,1,3141,Tiers,500,Oui,Oui,2,0.31,3644
498,67,Bretagne,30679,15,2,3299,Tiers,500,Non,Non,5,0.33,8579
499,49,Auvergne-Rhône-Alpes,28040,17,1,3525,Tous risques,800,Oui,Non,3,0.11,1739
500,64,Provence-Alpes-Côte d'Azur,25036,5,2,10725,Tous risques,300,Non,Non,5,0.24,2746
501,39,Auvergne-Rhône-Alpes,39587,19,1,1643,Tous risques,500,Non,Non,2,0.42,4087
502,40,Bretagne,25352,0,1,2236,Tous risques,1000,Non,Non,4,0.13,14751
503,19,Bretagne,61893,0,1,1885,Tous risques,300,Non,Non,3,0.54,12057
504,44,Provence-Alpes-Côte d'Azur,30076,11,2,11563,Tous risques,300,Non,Non,3,0.4,10266
505,59,Auvergne-Rhône-Alpes,5897,1,2,2754,Tiers,800,Non,Oui,1,0.12,13785
506,19,Bretagne,34637,3,0,0,Tous risques,300,Non,Non,1,0.14,14365
507,43,Nouvelle-Aquitaine,34123,16,1,3198,Tiers,500,Non,Non,0,0.12,7076
508,34,Île-de-France,48340,3,0,0,Tous risques,500,Non,Oui,2,0.11,5251
509,57,Île-de-France,38457,10,1,6786,Tous risques,1000,Non,Oui,1,0.06,5072
510,50,Île-de-France,24993,3,0,0,Tous risques,300,Non,Non,1,0.12,1018
511,26,Auvergne-Rhône-Alpes,31563,0,0,0,Tiers,300,Non,Non,3,0.56,4554
512,60,Provence-Alpes-Côte d'Azur,38929,6,0,0,Tiers,800,Non,Non,1,0.29,5648
513,71,Bretagne,9023,17,0,0,Tiers,500,Oui,Oui,3,0.1,1035
514,65,Nouvelle-Aquitaine,51063,8,1,2290,Tiers,1000,Non,Non,2,0.42,13297
515,56,Nouvelle-Aquitaine,25025,2,1,5952,Tous risques,500,Oui,Non,3,0.59,12793
516,46,Auvergne-Rhône-Alpes,52004,7,1,6922,Tous risques,300,Non,Oui,2,0.23,4146
517,59,Île-de-France,39709,18,2,8682,Tiers,300,Non,Non,2,0.36,12137
518,72,Auvergne-Rhône-Alpes,42555,3,2,5336,Tiers,1000,Non,Oui,3,0.66,12045
519,43,Provence-Alpes-Côte d'Azur,48793,17,3,10174,Tous risques,300,Oui,Oui,2,0.05,5357
520,52,Provence-Alpes-Côte d'Azur,41877,19,4,8083,Tiers,1000,Non,Non,1,0.28,10607
521,67,Bretagne,43074,10,1,5571,Tous risques,1000,Oui,Non,2,0.28,4702
522,42,Bretagne,33027,13,0,0,Tiers,500,Non,Oui,2,0.26,1519
523,41,Provence-Alpes-Côte d'Azur,39466,17,1,6250,Tiers,1000,Non,Non,0,0.38,7819
524,30,Provence-Alpes-Côte d'Azur,27950,15,0,0,Tiers,300,Non,Oui,0,0.3,6855
525,77,Provence-Alpes-Côte d'Azur,30879,2,1,4371,Tiers,800,Non,Oui,2,0.14,2503
526,75,Auvergne-Rhône-Alpes,58576,14,2,4571,Tous risques,800,Oui,Non,4,0.31,7613
527,24,Provence-Alpes-Côte d'Azur,25301,3,0,0,Tiers,300,Non,Non,2,0.41,14265
528,74,Nouvelle-Aquitaine,36851,4,0,0,Tous risques,800,Non,Oui,2,0.31,11105
529,53,Île-de-France,36361,16,1,2152,Tous risques,800,Non,Non,4,0.31,11213
530,62,Provence-Alpes-Côte d'Azur,31270,6,1,4830,Tiers,1000,Non,Oui,2,0.07,11484
531,37,Île-de-France,41172,15,1,4927,Tiers,800,Non,Non,3,0.15,11297
532,18,Auvergne-Rhône-Alpes,42076,13,1,6724,Tous risques,800,Oui,Non,2,0.7,788
533,25,Île-de-France,23890,15,1,5650,Tous risques,800,Non,Non,2,0.04,13908
534,63,Auvergne-Rhône-Alpes,36216,6,1,5821,Tous risques,500,Non,Oui,0,0.19,12536
535,33,Nouvelle-Aquitaine,22011,8,1,4189,Tiers,300,Oui,Non,3,0.34,4481
536,31,Auvergne-Rhône-Alpes,44462,3,0,0,Tiers,1000,Non,Non,1,0.26,8514
537,29,Auvergne-Rhône-Alpes,37117,10,0,0,Tiers,800,Oui,Non,1,0.32,9417
538,68,Bretagne,35987,1,2,8593,Tous risques,300,Non,Non,1,0.29,2413
539,40,Provence-Alpes-Côte d'Azur,42908,11,0,0,Tous risques,800,Non,Non,4,0.18,4182
540,32,Provence-Alpes-Côte d'Azur,31693,11,0,0,Tous risques,500,Oui,Non,1,0.24,837
541,45,Nouvelle-Aquitaine,45968,3,0,0,Tous risques,500,Oui,Non,2,0.3,13027
542,51,Nouvelle-Aquitaine,23618,17,0,0,Tiers,800,Oui,Non,0,0.02,861
543,19,Provence-Alpes-Côte d'Azur,51942,6,2,4018,Tous risques,800,Non,Non,2,0.44,5121
544,49,Bretagne,28389,0,1,5163,Tous risques,800,Non,Non,0,0.54,1634
545,40,Provence-Alpes-Côte d'Azur,14645,12,1,4872,Tiers,500,Oui,Non,4,0.38,11830
546,39,Bretagne,31057,5,4,20496,Tous risques,500,Non,Non,1,0.11,13912
547,68,Nouvelle-Aquitaine,29696,5,1,3235,Tous risques,300,Non,Non,5,0.14,8660
548,42,Île-de-France,30967,11,2,5148,Tous risques,1000,Non,Non,2,0.1,2523
549,75,Nouvelle-Aquitaine,37779,7,1,5558,Tous risques,1000,Non,Non,2,0.07,8593
550,79,Nouvelle-Aquitaine,48174,18,4,22567,Tiers,500,Non,Non,4,0.29,11669
551,78,Auvergne-Rhône-Alpes,32699,4,4,14934,Tous risques,1000,Non,Non,0,0.14,10917
552,39,Auvergne-Rhône-Alpes,26700,17,3,14014,Tiers,800,Non,Non,1,0.1,11254
553,75,Auvergne-Rhône-Alpes,21481,4,0,0,Tous risques,300,Non,Non,5,0.43,4548
554,75,Auvergne-Rhône-Alpes,29381,9,1,5211,Tiers,500,Non,Non,1,0.57,1569
555,39,Bretagne,12346,0,0,0,Tous risques,500,Non,Oui,1,0.73,2659
556,66,Provence-Alpes-Côte d'Azur,26298,9,0,0,Tous risques,1000,Non,Non,1,0.1,14354
557,69,Île-de-France,49928,4,1,4075,Tous risques,800,Oui,Non,1,0.17,9395
558,59,Nouvelle-Aquitaine,25119,11,1,3751,Tiers,300,Oui,Non,1,0.19,11054
559,23,Bretagne,42544,6,4,19415,Tiers,1000,Oui,Oui,1,0.42,13536
560,32,Île-de-France,20282,8,2,10157,Tous risques,500,Non,Non,3,0.51,12864
561,71,Bretagne,56253,11,0,0,Tous risques,500,Non,Non,3,0.26,3666
562,60,Bretagne,57051,0,1,4749,Tous risques,1000,Non,Oui,1,0.13,1341
563,77,Nouvelle-Aquitaine,42092,10,1,1579,Tiers,800,Non,Oui,2,0.15,13914
564,54,Provence-Alpes-Côte d'Azur,58895,14,1,6710,Tous risques,300,Non,Non,3,0.17,14734
